exp-id,피쳐명,설명,used_in_ml,원천 데이터,계산 방식,데이터 타입,단위 (보류),time window,결측 처리,이상치 처리,누수 위험,품질 기준,사용 여부,비고,담당파트
ml-04,pair__sender_receiver__bidirectional__amount_ratio__w1d,과거 1d 동일 pair 양방향 금액 비율,,,forward/reverse pair 이력을 현재 거래 시점 이전 1d 기준으로 조회; current/same timestamp 제외,numeric,비율,현재 거래 시점 이전 1d,분모 0은 결측 또는 0 처리 정책 확인 필요,,중간: 과거 이력 경계와 동일 timestamp 제외 구현 검증 필요,"feature_quality_report에서 결측률, zero rate, near-zero variance 확인 필요",후보,net amount와 중복성 점검 필요,ML
ml-04,pair__sender_receiver__forward__amount__mean__w3d,동일 sender->receiver pair의 과거 3d 거래 금액 평균,,,동일 방향 pair 기준 현재 거래 시점 이전 3d amount의 mean 집계,numeric,원,현재 거래 시점 이전 3d,표본 부족 시 결측 또는 0 처리 정책 확인 필요,,중간: 과거 이력 경계와 동일 timestamp 제외 구현 검증 필요,"feature_quality_report에서 결측률, zero rate, near-zero variance 확인 필요",후보,pair count/sum과 중복성 점검 필요,ML
ml-04,pair__sender_receiver__forward__amount__std__w3d,동일 sender->receiver pair의 과거 3d 거래 금액 표준편차,,,동일 방향 pair 기준 현재 거래 시점 이전 3d amount의 std 집계,numeric,원,현재 거래 시점 이전 3d,표본 부족 시 결측 또는 0 처리 정책 확인 필요,,중간: 과거 이력 경계와 동일 timestamp 제외 구현 검증 필요,"feature_quality_report에서 결측률, zero rate, near-zero variance 확인 필요",후보,pair count/sum과 중복성 점검 필요,ML
ml-04,pair__sender_receiver__forward__amount__max__w3d,동일 sender->receiver pair의 과거 3d 거래 금액 최대값,,,동일 방향 pair 기준 현재 거래 시점 이전 3d amount의 max 집계,numeric,원,현재 거래 시점 이전 3d,표본 부족 시 결측 또는 0 처리 정책 확인 필요,,중간: 과거 이력 경계와 동일 timestamp 제외 구현 검증 필요,"feature_quality_report에서 결측률, zero rate, near-zero variance 확인 필요",후보,pair count/sum과 중복성 점검 필요,ML
ml-04,pair__sender_receiver__reverse__exists__w3d,과거 3d reverse pair 존재 여부,,,forward/reverse pair 이력을 현재 거래 시점 이전 3d 기준으로 조회; current/same timestamp 제외,numeric / int,0/1,현재 거래 시점 이전 3d,역방향 이력이 없으면 0,,중간: 과거 이력 경계와 동일 timestamp 제외 구현 검증 필요,"feature_quality_report에서 결측률, zero rate, near-zero variance 확인 필요",후보,왕복 거래와 cycle 근사 핵심 후보,ML
ml-04,pair__sender_receiver__reverse__tx_count__count__w3d,과거 3d reverse pair 거래 건수,,,forward/reverse pair 이력을 현재 거래 시점 이전 3d 기준으로 조회; current/same timestamp 제외,numeric / int,회,현재 거래 시점 이전 3d,역방향 이력이 없으면 0,,중간: 과거 이력 경계와 동일 timestamp 제외 구현 검증 필요,"feature_quality_report에서 결측률, zero rate, near-zero variance 확인 필요",후보,reverse key 방향 혼동 방지 테스트 필요,ML
ml-04,pair__sender_receiver__net__amount__sumdiff__w3d,과거 3d forward-reverse 순금액,,,forward/reverse pair 이력을 현재 거래 시점 이전 3d 기준으로 조회; current/same timestamp 제외,numeric,원,현재 거래 시점 이전 3d,"양방향 이력이 없으면 0, 한쪽만 있으면 관측 방향만 반영",,중간: 과거 이력 경계와 동일 timestamp 제외 구현 검증 필요,"feature_quality_report에서 결측률, zero rate, near-zero variance 확인 필요",후보,금액 기준 통일 필요,ML
ml-04,pair__sender_receiver__forward__amount__cur_vs_mean_ratio__w3d,과거 3d 현재 금액 대비 동일 pair 평균 금액 비율,,,forward/reverse pair 이력을 현재 거래 시점 이전 3d 기준으로 조회; current/same timestamp 제외,numeric,비율,현재 거래 시점 이전 3d,이전 평균 없음 또는 분모 0은 결측 처리 정책 확인 필요,,중간: 과거 이력 경계와 동일 timestamp 제외 구현 검증 필요,"feature_quality_report에서 결측률, zero rate, near-zero variance 확인 필요",후보,is_new_pair와 함께 해석,ML
ml-04,pair__sender_receiver__bidirectional__amount_ratio__w3d,과거 3d 동일 pair 양방향 금액 비율,,,forward/reverse pair 이력을 현재 거래 시점 이전 3d 기준으로 조회; current/same timestamp 제외,numeric,비율,현재 거래 시점 이전 3d,분모 0은 결측 또는 0 처리 정책 확인 필요,,중간: 과거 이력 경계와 동일 timestamp 제외 구현 검증 필요,"feature_quality_report에서 결측률, zero rate, near-zero variance 확인 필요",후보,net amount와 중복성 점검 필요,ML
ml-04,pair__sender_receiver__forward__amount__mean__w7d,동일 sender->receiver pair의 과거 7d 거래 금액 평균,,,동일 방향 pair 기준 현재 거래 시점 이전 7d amount의 mean 집계,numeric,원,현재 거래 시점 이전 7d,표본 부족 시 결측 또는 0 처리 정책 확인 필요,,중간: 과거 이력 경계와 동일 timestamp 제외 구현 검증 필요,"feature_quality_report에서 결측률, zero rate, near-zero variance 확인 필요",후보,pair count/sum과 중복성 점검 필요,ML
ml-04,pair__sender_receiver__forward__amount__std__w7d,동일 sender->receiver pair의 과거 7d 거래 금액 표준편차,,,동일 방향 pair 기준 현재 거래 시점 이전 7d amount의 std 집계,numeric,원,현재 거래 시점 이전 7d,표본 부족 시 결측 또는 0 처리 정책 확인 필요,,중간: 과거 이력 경계와 동일 timestamp 제외 구현 검증 필요,"feature_quality_report에서 결측률, zero rate, near-zero variance 확인 필요",후보,pair count/sum과 중복성 점검 필요,ML
ml-04,pair__sender_receiver__forward__amount__max__w7d,동일 sender->receiver pair의 과거 7d 거래 금액 최대값,,,동일 방향 pair 기준 현재 거래 시점 이전 7d amount의 max 집계,numeric,원,현재 거래 시점 이전 7d,표본 부족 시 결측 또는 0 처리 정책 확인 필요,,중간: 과거 이력 경계와 동일 timestamp 제외 구현 검증 필요,"feature_quality_report에서 결측률, zero rate, near-zero variance 확인 필요",후보,pair count/sum과 중복성 점검 필요,ML
ml-04,pair__sender_receiver__reverse__exists__w7d,과거 7d reverse pair 존재 여부,,,forward/reverse pair 이력을 현재 거래 시점 이전 7d 기준으로 조회; current/same timestamp 제외,numeric / int,0/1,현재 거래 시점 이전 7d,역방향 이력이 없으면 0,,중간: 과거 이력 경계와 동일 timestamp 제외 구현 검증 필요,"feature_quality_report에서 결측률, zero rate, near-zero variance 확인 필요",후보,왕복 거래와 cycle 근사 핵심 후보,ML
ml-04,pair__sender_receiver__reverse__tx_count__count__w7d,과거 7d reverse pair 거래 건수,,,forward/reverse pair 이력을 현재 거래 시점 이전 7d 기준으로 조회; current/same timestamp 제외,numeric / int,회,현재 거래 시점 이전 7d,역방향 이력이 없으면 0,,중간: 과거 이력 경계와 동일 timestamp 제외 구현 검증 필요,"feature_quality_report에서 결측률, zero rate, near-zero variance 확인 필요",후보,reverse key 방향 혼동 방지 테스트 필요,ML
ml-04,pair__sender_receiver__net__amount__sumdiff__w7d,과거 7d forward-reverse 순금액,,,forward/reverse pair 이력을 현재 거래 시점 이전 7d 기준으로 조회; current/same timestamp 제외,numeric,원,현재 거래 시점 이전 7d,"양방향 이력이 없으면 0, 한쪽만 있으면 관측 방향만 반영",,중간: 과거 이력 경계와 동일 timestamp 제외 구현 검증 필요,"feature_quality_report에서 결측률, zero rate, near-zero variance 확인 필요",후보,금액 기준 통일 필요,ML
ml-04,pair__sender_receiver__forward__amount__cur_vs_mean_ratio__w7d,과거 7d 현재 금액 대비 동일 pair 평균 금액 비율,,,forward/reverse pair 이력을 현재 거래 시점 이전 7d 기준으로 조회; current/same timestamp 제외,numeric,비율,현재 거래 시점 이전 7d,이전 평균 없음 또는 분모 0은 결측 처리 정책 확인 필요,,중간: 과거 이력 경계와 동일 timestamp 제외 구현 검증 필요,"feature_quality_report에서 결측률, zero rate, near-zero variance 확인 필요",후보,is_new_pair와 함께 해석,ML
ml-04,pair__sender_receiver__bidirectional__amount_ratio__w7d,과거 7d 동일 pair 양방향 금액 비율,,,forward/reverse pair 이력을 현재 거래 시점 이전 7d 기준으로 조회; current/same timestamp 제외,numeric,비율,현재 거래 시점 이전 7d,분모 0은 결측 또는 0 처리 정책 확인 필요,,중간: 과거 이력 경계와 동일 timestamp 제외 구현 검증 필요,"feature_quality_report에서 결측률, zero rate, near-zero variance 확인 필요",후보,net amount와 중복성 점검 필요,ML
ml-04,pair__sender_receiver__forward__seconds_since_last_tx,동일 방향 pair의 직전 거래 이후 경과 초,,,동일 방향 pair의 현재 시점 이전 마지막 거래 timestamp와 현재 timestamp 차이를 초 단위로 계산,numeric,초,현재 거래 시점 이전 전체 이력,이전 동일 pair 없음은 결측 또는 sentinel 정책 확인 필요,,낮음: timestamp < current timestamp만 사용하고 동일 timestamp 제외 전제,"feature_quality_report에서 결측률, zero rate, near-zero variance 확인 필요",후보,is_new_pair와 함께 해석,ML
ml-04,pair__sender_receiver__forward__is_new_pair,현재 sender->receiver pair의 신규 관계 여부,,,"현재 거래 시점 이전 동일 방향 pair 이력이 없으면 1, 있으면 0",numeric / int,0/1,현재 거래 시점 이전 전체 이력,"이전 동일 pair 없음은 1, 있으면 0",,낮음: timestamp < current timestamp만 사용하고 동일 timestamp 제외 전제,"feature_quality_report에서 결측률, zero rate, near-zero variance 확인 필요",후보,pair recency 결측 해석 보조,ML
ml-04,pair__sender_receiver__current__is_self_loop,현재 거래의 자기거래 여부,,,"현재 row에서 sender_account_id와 receiver_account_id가 같으면 1, 아니면 0",numeric / int,0/1,현재 거래,계좌 ID 결측 시 품질 오류 확인 필요,,낮음: 현재 row 값만 사용. 라벨/미래 정보 미사용,"feature_quality_report에서 결측률, zero rate, near-zero variance 확인 필요",후보,데이터에서 self-loop가 거의 없으면 제거 후보,ML
ml-04,pair__sender_receiver__forward__age_hours_since_first,동일 방향 pair 최초 관측 이후 경과 시간,,,동일 방향 pair의 현재 시점 이전 최초 거래 timestamp와 현재 timestamp 차이를 시간 단위로 계산,numeric,시간,현재 거래 시점 이전 전체 이력,이전 동일 pair 없음은 결측 또는 is_new_pair로 표시,,낮음: timestamp < current timestamp만 사용하고 동일 timestamp 제외 전제,"feature_quality_report에서 결측률, zero rate, near-zero variance 확인 필요",후보,pair count와 중복성 점검 필요,ML
ml-04,pairhist__bank_pair__all__tx_count__cum__whist,동일 From Bank-To Bank 조합의 현재 거래 이전 전체 누적 거래 건수,,ml_exp00.parquet: cat__bank_pair__code timestamp,cat__bank_pair__code 기준 현재 거래 시점 이전 전체 이력 거래 건수를 누적 count; current/same timestamp 제외,numeric / int,회,현재 거래 시점 이전 전체 이력,이전 bank pair 이력이 없으면 0으로 대체,,낮음: timestamp < current timestamp만 사용하고 동일 timestamp 제외 전제,"feature_quality_report에서 결측률, zero rate, near-zero variance 확인 필요",후보,ML-04 Stage 3 bank-pair corridor 신규성 후보. 0이면 first-seen corridor로 해석,ML
ml-05,flowbalance__sender__net__amount__in_out_ratio__w6h,sender 계좌의 과거 6h 입출금 금액 비율,,,sender_account_id 기준 현재 거래 시점 이전 6h inbound/outbound 금액 state로 계산; current/same timestamp 제외,numeric,비율,현재 거래 시점 이전 6h,분모 0은 결측 또는 0 처리 정책 확인 필요,,낮음: timestamp < current timestamp만 사용하고 동일 timestamp 제외 전제,"feature_quality_report에서 결측률, zero rate, near-zero variance 확인 필요",후보,ML-05 Stage 4 flow-balance 핵심 후보,ML
ml-05,flowbalance__sender__net__amount__sumdiff__w6h,sender 계좌의 과거 6h 순유입/순유출 금액,,,sender_account_id 기준 현재 거래 시점 이전 6h inbound/outbound 금액 state로 계산; current/same timestamp 제외,numeric,원,현재 거래 시점 이전 6h,이력 없음은 0으로 대체,,낮음: timestamp < current timestamp만 사용하고 동일 timestamp 제외 전제,"feature_quality_report에서 결측률, zero rate, near-zero variance 확인 필요",후보,MonLAD residual/flow-balance 근사,ML
ml-05,flowbalance__sender__net__amount__residual_abs__w6h,sender 계좌의 과거 6h 입출금 잔차 절댓값,,,sender_account_id 기준 현재 거래 시점 이전 6h inbound/outbound 금액 state로 계산; current/same timestamp 제외,numeric,원,현재 거래 시점 이전 6h,이력 없음은 0으로 대체,,낮음: timestamp < current timestamp만 사용하고 동일 timestamp 제외 전제,"feature_quality_report에서 결측률, zero rate, near-zero variance 확인 필요",후보,net flow와 중복성 점검 필요,ML
ml-05,flowbalance__sender__net__amount__balanced_state_flag__w6h,sender 계좌의 과거 6h 입출금 균형 상태 플래그,,,sender_account_id 기준 현재 거래 시점 이전 6h inbound/outbound 금액 state로 계산; current/same timestamp 제외,numeric / int,0/1,현재 거래 시점 이전 6h,기준 계산 불가 시 0 또는 결측 처리 정책 확인 필요,,중간: balanced threshold는 train 기준으로만 산정해야 함,"feature_quality_report에서 결측률, zero rate, near-zero variance 확인 필요",후보,임계값 정의 미정,ML
ml-05,flowbalance__sender__net__amount__in_out_ratio__w1d,sender 계좌의 과거 1d 입출금 금액 비율,,,sender_account_id 기준 현재 거래 시점 이전 1d inbound/outbound 금액 state로 계산; current/same timestamp 제외,numeric,비율,현재 거래 시점 이전 1d,분모 0은 결측 또는 0 처리 정책 확인 필요,,낮음: timestamp < current timestamp만 사용하고 동일 timestamp 제외 전제,"feature_quality_report에서 결측률, zero rate, near-zero variance 확인 필요",후보,ML-05 Stage 4 flow-balance 핵심 후보,ML
